Id,ActivityHour,Calories,StepTotal,TotalIntensity,AverageIntensity
1503960366,4/15/2016 23:00,182,2768,95,1.583333
1503960366,4/16/2016 0:00,77,459,15,0.25
1503960366,4/16/2016 1:00,48,0,0,0
1503960366,4/16/2016 2:00,52,63,3,0.05
1503960366,4/16/2016 3:00,48,6,1,0.016667
1503960366,4/16/2016 4:00,49,6,1,0.016667
1503960366,4/16/2016 5:00,49,12,1,0.016667
1503960366,4/16/2016 6:00,48,0,0,0
1503960366,4/16/2016 7:00,54,101,4,0.066667
1503960366,4/16/2016 8:00,62,175,9,0.15
1503960366,4/16/2016 9:00,124,1181,38,0.633333
1503960366,4/16/2016 10:00,110,1295,14,0.233333
1503960366,4/16/2016 11:00,147,2043,30,0.5
1503960366,4/16/2016 12:00,119,1513,42,0.7
1503960366,4/16/2016 13:00,214,3616,90,1.5
1503960366,4/16/2016 14:00,82,580,20,0.333333
1503960366,4/16/2016 15:00,51,0,0,0
1503960366,4/16/2016 16:00,54,15,2,0.033333
1503960366,4/16/2016 17:00,79,380,17,0.283333
1503960366,4/16/2016 18:00,65,96,10,0.166667
1503960366,4/16/2016 19:00,67,146,12,0.2
1503960366,4/16/2016 20:00,81,385,19,0.316667
1503960366,4/16/2016 21:00,75,463,13,0.216667
1503960366,4/16/2016 22:00,55,42,3,0.05
1503960366,4/16/2016 23:00,56,92,5,0.083333
1503960366,4/17/2016 0:00,47,0,0,0
1503960366,4/17/2016 1:00,48,0,0,0
1503960366,4/17/2016 2:00,47,0,0,0
1503960366,4/17/2016 3:00,49,8,1,0.016667
1503960366,4/17/2016 4:00,48,0,0,0
1503960366,4/17/2016 5:00,48,0,0,0
1503960366,4/17/2016 6:00,48,0,0,0
1503960366,4/17/2016 7:00,48,0,0,0
1503960366,4/17/2016 8:00,48,0,0,0
1503960366,4/17/2016 9:00,48,0,0,0
1503960366,4/17/2016 10:00,47,0,0,0
1503960366,4/17/2016 11:00,63,84,9,0.15
1503960366,4/17/2016 12:00,76,260,18,0.3
1503960366,4/17/2016 13:00,83,402,23,0.383333
1503960366,4/17/2016 14:00,69,252,10,0.166667
1503960366,4/17/2016 15:00,73,191,13,0.216667
1503960366,4/17/2016 16:00,57,13,2,0.033333
1503960366,4/17/2016 17:00,174,2613,71,1.183333
1503960366,4/17/2016 18:00,136,1616,39,0.65
1503960366,4/17/2016 19:00,95,754,24,0.4
1503960366,4/17/2016 20:00,191,2955,87,1.45
1503960366,4/17/2016 21:00,79,487,16,0.266667
1503960366,4/17/2016 22:00,58,70,5,0.083333
1503960366,4/17/2016 23:00,50,0,0,0
1503960366,4/18/2016 0:00,82,416,21,0.35
1503960366,4/18/2016 1:00,48,0,0,0
1503960366,4/18/2016 2:00,47,0,0,0
1503960366,4/18/2016 3:00,47,0,0,0
1503960366,4/18/2016 4:00,47,0,0,0
1503960366,4/18/2016 5:00,47,0,0,0
1503960366,4/18/2016 6:00,47,0,0,0
1503960366,4/18/2016 7:00,47,0,0,0
1503960366,4/18/2016 8:00,47,0,0,0
1503960366,4/18/2016 9:00,133,1688,39,0.65
1503960366,4/18/2016 10:00,81,380,17,0.283333
1503960366,4/18/2016 11:00,73,328,15,0.25
1503960366,4/18/2016 12:00,118,1306,40,0.666667
1503960366,4/18/2016 13:00,70,268,9,0.15
1503960366,4/18/2016 14:00,64,137,7,0.116667
1503960366,4/18/2016 15:00,80,495,14,0.233333
1503960366,4/18/2016 16:00,78,277,17,0.283333
1503960366,4/18/2016 17:00,79,304,18,0.3
1503960366,4/18/2016 18:00,234,4074,114,1.9
1503960366,4/18/2016 19:00,157,2101,30,0.5
1503960366,4/18/2016 20:00,57,28,2,0.033333
1503960366,4/18/2016 21:00,68,187,11,0.183333
1503960366,4/18/2016 22:00,86,542,19,0.316667
1503960366,4/18/2016 23:00,83,488,18,0.3
1503960366,4/19/2016 0:00,47,0,0,0
1503960366,4/19/2016 1:00,49,22,1,0.016667
1503960366,4/19/2016 2:00,47,0,0,0
1503960366,4/19/2016 3:00,50,9,2,0.033333
1503960366,4/19/2016 4:00,47,0,0,0
1503960366,4/19/2016 5:00,47,0,0,0
1503960366,4/19/2016 6:00,49,7,1,0.016667
1503960366,4/19/2016 7:00,75,316,19,0.316667
1503960366,4/19/2016 8:00,130,1656,38,0.633333
1503960366,4/19/2016 9:00,79,367,16,0.266667
1503960366,4/19/2016 10:00,75,203,16,0.266667
1503960366,4/19/2016 11:00,72,194,13,0.216667
1503960366,4/19/2016 12:00,143,1887,61,1.016667
1503960366,4/19/2016 13:00,171,2697,65,1.083333
1503960366,4/19/2016 14:00,76,409,12,0.2
1503960366,4/19/2016 15:00,72,299,12,0.2
1503960366,4/19/2016 16:00,71,297,9,0.15
1503960366,4/19/2016 17:00,90,732,13,0.216667
1503960366,4/19/2016 18:00,120,1280,30,0.5
1503960366,4/19/2016 19:00,93,397,31,0.516667
1503960366,4/19/2016 20:00,159,2487,69,1.15
1503960366,4/19/2016 21:00,94,826,16,0.266667
1503960366,4/19/2016 22:00,58,52,4,0.066667
1503960366,4/19/2016 23:00,120,1369,48,0.8
1503960366,4/20/2016 0:00,54,16,2,0.033333
1503960366,4/20/2016 1:00,53,36,2,0.033333
1503960366,4/20/2016 2:00,47,0,0,0
1503960366,4/20/2016 3:00,48,0,0,0
1503960366,4/20/2016 4:00,48,0,0,0
1503960366,4/20/2016 5:00,47,0,0,0
1503960366,4/20/2016 6:00,48,0,0,0
1503960366,4/20/2016 7:00,51,29,3,0.05
1503960366,4/20/2016 8:00,70,264,14,0.233333
1503960366,4/20/2016 9:00,144,1993,50,0.833333
1503960366,4/20/2016 10:00,79,459,13,0.216667
1503960366,4/20/2016 11:00,58,65,1,0.016667
1503960366,4/20/2016 12:00,64,185,8,0.133333
1503960366,4/20/2016 13:00,61,64,5,0.083333
1503960366,4/20/2016 14:00,113,1270,39,0.65
1503960366,4/20/2016 15:00,97,797,21,0.35
1503960366,4/20/2016 16:00,70,261,11,0.183333
1503960366,4/20/2016 17:00,57,13,2,0.033333
1503960366,4/20/2016 18:00,114,1308,32,0.533333
1503960366,4/20/2016 19:00,117,1558,36,0.6
1503960366,4/20/2016 20:00,80,499,12,0.2
1503960366,4/20/2016 21:00,83,395,22,0.366667
1503960366,4/20/2016 22:00,62,77,7,0.116667
1503960366,4/20/2016 23:00,120,1255,33,0.55
1503960366,4/21/2016 0:00,54,17,2,0.033333
1503960366,4/21/2016 1:00,61,129,8,0.133333
1503960366,4/21/2016 2:00,55,81,5,0.083333
1503960366,4/21/2016 3:00,48,0,0,0
1503960366,4/21/2016 4:00,47,0,0,0
1503960366,4/21/2016 5:00,47,0,0,0
1503960366,4/21/2016 6:00,48,0,0,0
1503960366,4/21/2016 7:00,52,38,3,0.05
1503960366,4/21/2016 8:00,71,245,15,0.25
1503960366,4/21/2016 9:00,133,1672,26,0.433333
1503960366,4/21/2016 10:00,77,255,16,0.266667
1503960366,4/21/2016 11:00,55,0,0,0
1503960366,4/21/2016 12:00,73,384,11,0.183333
1503960366,4/21/2016 13:00,113,1140,25,0.416667
1503960366,4/21/2016 14:00,58,12,2,0.033333
1503960366,4/21/2016 15:00,68,213,8,0.133333
1503960366,4/21/2016 16:00,60,26,4,0.066667
1503960366,4/21/2016 17:00,60,96,5,0.083333
1503960366,4/21/2016 18:00,69,213,9,0.15
1503960366,4/21/2016 19:00,64,100,8,0.133333
1503960366,4/21/2016 20:00,213,3541,92,1.533333
1503960366,4/21/2016 21:00,104,970,21,0.35
1503960366,4/21/2016 22:00,63,89,9,0.15
1503960366,4/21/2016 23:00,84,598,15,0.25
1503960366,4/22/2016 0:00,47,0,0,0
1503960366,4/22/2016 1:00,47,0,0,0
1503960366,4/22/2016 2:00,47,0,0,0
1503960366,4/22/2016 3:00,47,0,0,0
1503960366,4/22/2016 4:00,47,0,0,0
1503960366,4/22/2016 5:00,47,0,0,0
1503960366,4/22/2016 6:00,47,0,0,0
1503960366,4/22/2016 7:00,47,0,0,0
1503960366,4/22/2016 8:00,47,0,0,0
1503960366,4/22/2016 9:00,65,192,13,0.216667
1503960366,4/22/2016 10:00,54,29,2,0.033333
1503960366,4/22/2016 11:00,102,958,34,0.566667
1503960366,4/22/2016 12:00,57,38,2,0.033333
1503960366,4/22/2016 13:00,60,118,4,0.066667
1503960366,4/22/2016 14:00,54,0,0,0
1503960366,4/22/2016 15:00,66,180,10,0.166667
1503960366,4/22/2016 16:00,58,22,4,0.066667
1503960366,4/22/2016 17:00,104,1041,18,0.3
1503960366,4/22/2016 18:00,87,514,23,0.383333
1503960366,4/22/2016 19:00,82,629,16,0.266667
1503960366,4/22/2016 20:00,71,329,13,0.216667
1503960366,4/22/2016 21:00,311,5934,159,2.65
1503960366,4/22/2016 22:00,95,855,30,0.5
1503960366,4/22/2016 23:00,136,1925,54,0.9
1503960366,4/23/2016 0:00,63,182,9,0.15
1503960366,4/23/2016 1:00,47,0,0,0
1503960366,4/23/2016 2:00,49,11,1,0.016667
1503960366,4/23/2016 3:00,47,0,0,0
1503960366,4/23/2016 4:00,47,0,0,0
1503960366,4/23/2016 5:00,48,0,0,0
1503960366,4/23/2016 6:00,50,12,2,0.033333
1503960366,4/23/2016 7:00,48,0,0,0
1503960366,4/23/2016 8:00,59,127,8,0.133333
1503960366,4/23/2016 9:00,75,285,17,0.283333
1503960366,4/23/2016 10:00,56,49,4,0.066667
1503960366,4/23/2016 11:00,84,703,11,0.183333
1503960366,4/23/2016 12:00,129,1597,49,0.816667
1503960366,4/23/2016 13:00,129,1453,51,0.85
1503960366,4/23/2016 14:00,78,202,20,0.333333
1503960366,4/23/2016 15:00,73,158,15,0.25
1503960366,4/23/2016 16:00,140,2008,52,0.866667
1503960366,4/23/2016 17:00,121,1472,26,0.433333
1503960366,4/23/2016 18:00,173,2569,66,1.1
1503960366,4/23/2016 19:00,51,29,2,0.033333
1503960366,4/23/2016 20:00,63,142,9,0.15
1503960366,4/23/2016 21:00,162,2432,54,0.9
1503960366,4/23/2016 22:00,96,709,25,0.416667
1503960366,4/23/2016 23:00,60,231,6,0.1
1503960366,4/24/2016 0:00,66,141,10,0.166667
1503960366,4/24/2016 1:00,54,42,2,0.033333
1503960366,4/24/2016 2:00,48,0,0,0
1503960366,4/24/2016 3:00,48,0,0,0
1503960366,4/24/2016 4:00,49,8,1,0.016667
1503960366,4/24/2016 5:00,48,0,0,0
1503960366,4/24/2016 6:00,49,7,1,0.016667
1503960366,4/24/2016 7:00,47,0,0,0
1503960366,4/24/2016 8:00,49,8,1,0.016667
1503960366,4/24/2016 9:00,59,76,8,0.133333
1503960366,4/24/2016 10:00,90,492,26,0.433333
1503960366,4/24/2016 11:00,67,149,12,0.2
1503960366,4/24/2016 12:00,82,548,12,0.2
1503960366,4/24/2016 13:00,74,394,12,0.2
1503960366,4/24/2016 14:00,52,26,1,0.016667
1503960366,4/24/2016 15:00,52,27,2,0.033333
1503960366,4/24/2016 16:00,102,885,29,0.483333
1503960366,4/24/2016 17:00,86,411,25,0.416667
1503960366,4/24/2016 18:00,115,911,40,0.666667
1503960366,4/24/2016 19:00,270,4871,131,2.183333
1503960366,4/24/2016 20:00,76,342,18,0.3
1503960366,4/24/2016 21:00,74,244,17,0.283333
1503960366,4/24/2016 22:00,61,66,7,0.116667
1503960366,4/24/2016 23:00,72,391,10,0.166667
1503960366,4/25/2016 0:00,62,95,8,0.133333
1503960366,4/25/2016 1:00,53,22,3,0.05
1503960366,4/25/2016 2:00,57,97,6,0.1
1503960366,4/25/2016 3:00,47,0,0,0
1503960366,4/25/2016 4:00,50,25,2,0.033333
1503960366,4/25/2016 5:00,49,4,1,0.016667
1503960366,4/25/2016 6:00,47,0,0,0
1503960366,4/25/2016 7:00,52,44,3,0.05
1503960366,4/25/2016 8:00,83,426,22,0.366667
1503960366,4/25/2016 9:00,146,2041,46,0.766667
1503960366,4/25/2016 10:00,73,258,12,0.2
1503960366,4/25/2016 11:00,121,1468,24,0.4
1503960366,4/25/2016 12:00,92,707,19,0.316667
1503960366,4/25/2016 13:00,75,299,13,0.216667
1503960366,4/25/2016 14:00,62,94,5,0.083333
1503960366,4/25/2016 15:00,76,359,13,0.216667
1503960366,4/25/2016 16:00,71,263,10,0.166667
1503960366,4/25/2016 17:00,67,188,8,0.133333
1503960366,4/25/2016 18:00,61,116,6,0.1
1503960366,4/25/2016 19:00,182,2815,86,1.433333
1503960366,4/25/2016 20:00,95,895,30,0.5
1503960366,4/25/2016 21:00,267,4895,132,2.2
1503960366,4/25/2016 22:00,68,188,11,0.183333
1503960366,4/25/2016 23:00,54,56,3,0.05
1503960366,4/26/2016 0:00,56,101,4,0.066667
1503960366,4/26/2016 1:00,66,178,11,0.183333
1503960366,4/26/2016 2:00,51,0,0,0
1503960366,4/26/2016 3:00,64,145,11,0.183333
1503960366,4/26/2016 4:00,48,0,0,0
1503960366,4/26/2016 5:00,49,7,1,0.016667
1503960366,4/26/2016 6:00,48,0,0,0
1503960366,4/26/2016 7:00,52,28,3,0.05
1503960366,4/26/2016 8:00,67,173,13,0.216667
1503960366,4/26/2016 9:00,139,1826,31,0.516667
1503960366,4/26/2016 10:00,92,666,22,0.366667
1503960366,4/26/2016 11:00,78,266,17,0.283333
1503960366,4/26/2016 12:00,74,415,10,0.166667
1503960366,4/26/2016 13:00,126,1571,42,0.7
1503960366,4/26/2016 14:00,142,1998,60,1
1503960366,4/26/2016 15:00,74,323,9,0.15
1503960366,4/26/2016 16:00,93,697,22,0.366667
1503960366,4/26/2016 17:00,60,143,5,0.083333
1503960366,4/26/2016 18:00,169,2513,72,1.2
1503960366,4/26/2016 19:00,73,148,15,0.25
1503960366,4/26/2016 20:00,127,1649,26,0.433333
1503960366,4/26/2016 21:00,79,450,14,0.233333
1503960366,4/26/2016 22:00,66,148,9,0.15
1503960366,4/26/2016 23:00,80,310,21,0.35
1503960366,4/27/2016 0:00,68,277,10,0.166667
1503960366,4/27/2016 1:00,59,60,5,0.083333
1503960366,4/27/2016 2:00,53,17,2,0.033333
1503960366,4/27/2016 3:00,47,0,0,0
1503960366,4/27/2016 4:00,47,0,0,0
1503960366,4/27/2016 5:00,47,0,0,0
1503960366,4/27/2016 6:00,47,0,0,0
1503960366,4/27/2016 7:00,47,0,0,0
1503960366,4/27/2016 8:00,47,0,0,0
1503960366,4/27/2016 9:00,149,1916,33,0.55
1503960366,4/27/2016 10:00,93,502,27,0.45
1503960366,4/27/2016 11:00,100,797,23,0.383333
1503960366,4/27/2016 12:00,89,701,12,0.2
1503960366,4/27/2016 13:00,76,319,13,0.216667
1503960366,4/27/2016 14:00,150,1932,35,0.583333
1503960366,4/27/2016 15:00,63,59,6,0.1
1503960366,4/27/2016 16:00,64,98,7,0.116667
1503960366,4/27/2016 17:00,73,261,13,0.216667
1503960366,4/27/2016 18:00,178,2714,73,1.216667
1503960366,4/27/2016 19:00,318,5786,150,2.5
1503960366,4/27/2016 20:00,174,2420,70,1.166667
1503960366,4/27/2016 21:00,76,266,20,0.333333
1503960366,4/27/2016 22:00,47,0,0,0
1503960366,4/27/2016 23:00,47,0,0,0
1503960366,4/28/2016 0:00,47,0,0,0
1503960366,4/28/2016 1:00,62,127,10,0.166667
1503960366,4/28/2016 2:00,48,0,0,0
1503960366,4/28/2016 3:00,47,0,0,0
1503960366,4/28/2016 4:00,48,0,0,0
1503960366,4/28/2016 5:00,47,0,0,0
1503960366,4/28/2016 6:00,48,0,0,0
1503960366,4/28/2016 7:00,49,14,1,0.016667
1503960366,4/28/2016 8:00,63,128,11,0.183333
1503960366,4/28/2016 9:00,116,1192,38,0.633333
1503960366,4/28/2016 10:00,105,987,19,0.316667
1503960366,4/28/2016 11:00,73,288,10,0.166667
1503960366,4/28/2016 12:00,78,317,16,0.266667
1503960366,4/28/2016 13:00,108,1144,33,0.55
1503960366,4/28/2016 14:00,124,1512,47,0.783333
1503960366,4/28/2016 15:00,61,115,5,0.083333
1503960366,4/28/2016 16:00,81,554,10,0.166667
1503960366,4/28/2016 17:00,72,235,11,0.183333
1503960366,4/28/2016 18:00,138,1829,56,0.933333
1503960366,4/28/2016 19:00,56,13,1,0.016667
1503960366,4/28/2016 20:00,151,2122,50,0.833333
1503960366,4/28/2016 21:00,103,986,21,0.35
1503960366,4/28/2016 22:00,55,16,2,0.033333
1503960366,4/28/2016 23:00,121,1512,48,0.8
1503960366,4/29/2016 0:00,65,202,9,0.15
1503960366,4/29/2016 1:00,49,0,0,0
1503960366,4/29/2016 2:00,54,71,4,0.066667
1503960366,4/29/2016 3:00,47,0,0,0
1503960366,4/29/2016 4:00,47,0,0,0
1503960366,4/29/2016 5:00,48,0,0,0
1503960366,4/29/2016 6:00,47,0,0,0
1503960366,4/29/2016 7:00,52,27,3,0.05
1503960366,4/29/2016 8:00,67,201,13,0.216667
1503960366,4/29/2016 9:00,142,1820,33,0.55
1503960366,4/29/2016 10:00,60,44,4,0.066667
1503960366,4/29/2016 11:00,60,104,4,0.066667
1503960366,4/29/2016 12:00,65,214,6,0.1
1503960366,4/29/2016 13:00,62,41,6,0.1
1503960366,4/29/2016 14:00,136,1711,56,0.933333
1503960366,4/29/2016 15:00,110,1076,23,0.383333
1503960366,4/29/2016 16:00,73,285,10,0.166667
1503960366,4/29/2016 17:00,75,380,9,0.15
1503960366,4/29/2016 18:00,60,118,5,0.083333
1503960366,4/29/2016 19:00,71,267,11,0.183333
1503960366,4/29/2016 20:00,80,386,16,0.266667
1503960366,4/29/2016 21:00,118,1366,20,0.333333
1503960366,4/29/2016 22:00,111,1111,27,0.45
1503960366,4/29/2016 23:00,140,1757,56,0.933333
1503960366,4/30/2016 0:00,51,19,1,0.016667
1503960366,4/30/2016 1:00,57,65,7,0.116667
1503960366,4/30/2016 2:00,47,0,0,0
1503960366,4/30/2016 3:00,49,6,1,0.016667
1503960366,4/30/2016 4:00,47,0,0,0
1503960366,4/30/2016 5:00,48,0,0,0
1503960366,4/30/2016 6:00,48,0,0,0
1503960366,4/30/2016 7:00,48,0,0,0
1503960366,4/30/2016 8:00,52,60,3,0.05
1503960366,4/30/2016 9:00,64,148,11,0.183333
1503960366,4/30/2016 10:00,72,239,17,0.283333
1503960366,4/30/2016 11:00,62,127,7,0.116667
1503960366,4/30/2016 12:00,58,92,4,0.066667
1503960366,4/30/2016 13:00,65,141,11,0.183333
1503960366,4/30/2016 14:00,85,520,22,0.366667
1503960366,4/30/2016 15:00,94,993,26,0.433333
1503960366,4/30/2016 16:00,203,3388,99,1.65
1503960366,4/30/2016 17:00,160,2176,55,0.916667
1503960366,4/30/2016 18:00,159,2319,71,1.183333
1503960366,4/30/2016 19:00,60,92,4,0.066667
1503960366,4/30/2016 20:00,62,117,5,0.083333
1503960366,4/30/2016 21:00,96,840,22,0.366667
1503960366,4/30/2016 22:00,144,2139,47,0.783333
1503960366,4/30/2016 23:00,116,1192,28,0.466667
1503960366,5/1/2016 0:00,64,247,9,0.15
1503960366,5/1/2016 1:00,60,59,8,0.133333
1503960366,5/1/2016 2:00,50,36,2,0.033333
1503960366,5/1/2016 3:00,48,4,1,0.016667
1503960366,5/1/2016 4:00,47,0,0,0
1503960366,5/1/2016 5:00,48,0,0,0
1503960366,5/1/2016 6:00,47,0,0,0
1503960366,5/1/2016 7:00,52,41,3,0.05
1503960366,5/1/2016 8:00,56,94,6,0.1
1503960366,5/1/2016 9:00,67,198,12,0.2
1503960366,5/1/2016 10:00,61,146,6,0.1
1503960366,5/1/2016 11:00,65,103,10,0.166667
1503960366,5/1/2016 12:00,66,130,10,0.166667
1503960366,5/1/2016 13:00,57,85,5,0.083333
1503960366,5/1/2016 14:00,91,540,25,0.416667
1503960366,5/1/2016 15:00,81,294,21,0.35
1503960366,5/1/2016 16:00,97,823,23,0.383333
1503960366,5/1/2016 17:00,108,1053,33,0.55
1503960366,5/1/2016 18:00,159,2007,70,1.166667
1503960366,5/1/2016 19:00,71,177,14,0.233333
1503960366,5/1/2016 20:00,59,93,6,0.1
1503960366,5/1/2016 21:00,86,363,25,0.416667
1503960366,5/1/2016 22:00,127,1552,50,0.833333
1503960366,5/1/2016 23:00,161,2557,76,1.266667
1503960366,5/2/2016 0:00,50,0,0,0
1503960366,5/2/2016 1:00,59,119,7,0.116667
1503960366,5/2/2016 2:00,47,0,0,0
1503960366,5/2/2016 3:00,49,21,1,0.016667
1503960366,5/2/2016 4:00,47,0,0,0
1503960366,5/2/2016 5:00,47,0,0,0
1503960366,5/2/2016 6:00,47,0,0,0
1503960366,5/2/2016 7:00,51,28,3,0.05
1503960366,5/2/2016 8:00,68,245,12,0.2
1503960366,5/2/2016 9:00,142,1690,30,0.5
1503960366,5/2/2016 10:00,82,369,19,0.316667
1503960366,5/2/2016 11:00,78,384,16,0.266667
1503960366,5/2/2016 12:00,153,2116,64,1.066667
1503960366,5/2/2016 13:00,107,1064,21,0.35
1503960366,5/2/2016 14:00,75,355,13,0.216667
1503960366,5/2/2016 15:00,76,418,11,0.183333
1503960366,5/2/2016 16:00,88,420,24,0.4
1503960366,5/2/2016 17:00,73,340,12,0.2
1503960366,5/2/2016 18:00,68,227,9,0.15
1503960366,5/2/2016 19:00,73,235,13,0.216667
1503960366,5/2/2016 20:00,231,3903,105,1.75
1503960366,5/2/2016 21:00,119,1427,25,0.416667
1503960366,5/2/2016 22:00,106,945,28,0.466667
1503960366,5/2/2016 23:00,80,404,17,0.283333
1503960366,5/3/2016 0:00,54,55,3,0.05
1503960366,5/3/2016 1:00,58,79,6,0.1
1503960366,5/3/2016 2:00,49,20,1,0.016667
1503960366,5/3/2016 3:00,57,110,5,0.083333
1503960366,5/3/2016 4:00,47,0,0,0
1503960366,5/3/2016 5:00,47,0,0,0
1503960366,5/3/2016 6:00,50,16,2,0.033333
1503960366,5/3/2016 7:00,51,23,3,0.05
1503960366,5/3/2016 8:00,64,158,11,0.183333
1503960366,5/3/2016 9:00,114,1391,24,0.4
1503960366,5/3/2016 10:00,99,955,25,0.416667
1503960366,5/3/2016 11:00,74,297,12,0.2
1503960366,5/3/2016 12:00,81,396,17,0.283333
1503960366,5/3/2016 13:00,83,309,23,0.383333
1503960366,5/3/2016 14:00,88,384,26,0.433333
1503960366,5/3/2016 15:00,136,1719,46,0.766667
1503960366,5/3/2016 16:00,103,870,33,0.55
1503960366,5/3/2016 17:00,89,690,18,0.3
1503960366,5/3/2016 18:00,191,3119,86,1.433333
1503960366,5/3/2016 19:00,58,140,5,0.083333
1503960366,5/3/2016 20:00,50,6,1,0.016667
1503960366,5/3/2016 21:00,109,1333,37,0.616667
1503960366,5/3/2016 22:00,163,2549,58,0.966667
1503960366,5/3/2016 23:00,77,484,10,0.166667
1503960366,5/4/2016 0:00,79,400,17,0.283333
1503960366,5/4/2016 1:00,53,18,2,0.033333
